-- TIMES

INSERT INTO Times (Nome, Cidade, Estado, AnoFundacao, Estadio, CapacidadeEstadio, CorUniformePrimaria, CorUniformeSecundaria, Status)
VALUES
('Tigre FC', 'Fortaleza', 'CE', 1950, 'Estádio Tigre FC', 52000, 'Laranja', 'Preto', 1),
('Águia Azul', 'Belém', 'PA', 1951, 'Estádio Águia Azul', 52500, 'Azul', 'Branco', 1),
('Leões do Norte', 'Manaus', 'AM', 1952, 'Estádio Leões do Norte', 53000, 'Vermelho', 'Azul', 1),
('Furacão do Sul', 'Curitiba', 'PR', 1953, 'Estádio Furacão do Sul', 53500, 'Verde', 'Amarelo', 1),
('Dragões da Serra', 'Caxias', 'RS', 1954, 'Estádio Dragões da Serra', 54000, 'Roxo', 'Verde', 1),
('Cavaleiros de Aço', 'Campinas', 'SP', 1955, 'Estádio Cavaleiros de Aço', 54500, 'Cinza', 'Preto', 1),
('Estrelas do Oeste', 'Goiânia', 'GO', 1956, 'Estádio Estrelas do Oeste', 55000, 'Dourado', 'Branco', 1),
('Império Central', 'Brasília', 'DF', 1957, 'Estádio Império Central', 55500, 'Branco', 'Cinza', 1),
('Tempestade FC', 'Salvador', 'BA', 1958, 'Estádio Tempestade FC', 56000, 'Preto', 'Vermelho', 1),
('Raios da Montanha', 'Petrópolis', 'RJ', 1959, 'Estádio Raios da Montanha', 56500, 'Azul Marinho', 'Amarelo', 1),
('Marujos do Norte', 'Macapá', 'AP', 1960, 'Estádio Marujos do Norte', 57000, 'Amarelo', 'Preto', 1),
('Falcões do Vale', 'São José', 'SC', 1961, 'Estádio Falcões do Vale', 57500, 'Verde Escuro', 'Branco', 1),
('Corujas do Sul', 'Porto Alegre', 'RS', 1962, 'Estádio Corujas do Sul', 58000, 'Rosa', 'Azul', 1),
('Panteras Negras', 'Vitória', 'ES', 1963, 'Estádio Panteras Negras', 58500, 'Bordô', 'Cinza', 1),
('Lobos da Fronteira', 'Foz do Iguaçu', 'PR', 1964, 'Estádio Lobos da Fronteira', 59000, 'Azul Claro', 'Verde', 1),
('Guardiões da Areia', 'Natal', 'RN', 1965, 'Estádio Guardiões da Areia', 59500, 'Cinza Escuro', 'Preto', 1),
('Vento Leste FC', 'Aracaju', 'SE', 1966, 'Estádio Vento Leste FC', 60000, 'Lilás', 'Branco', 1),
('Titãs do Cerrado', 'Palmas', 'TO', 1967, 'Estádio Titãs do Cerrado', 60500, 'Marrom', 'Dourado', 1),
('Ciclones de Ouro', 'Uberlândia', 'MG', 1968, 'Estádio Ciclones de Ouro', 61000, 'Púrpura', 'Cinza', 1),
('Renegados FC', 'Bauru', 'SP', 1969, 'Estádio Renegados FC', 61500, 'Ciano', 'Verde', 1);

-- JOGADORES

SET IDENTITY_INSERT Jogadors ON;

INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (1, 'Luiz Otávio Mendes', '19940106', 'Coral Sea Islands', 3, 52, 1.69, 74, 0, 1);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (388, 'Ana Julia Pereira', '20030411', 'Domínica', 4, 50, 1.81, 63, 1, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (389, 'Manuela das Neves', '19980102', 'Hong Kong', 2, 38, 1.75, 86, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (390, 'Leonardo da Mata', '19950625', 'Navassa Island', 4, 41, 1.98, 60, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (391, 'Davi Lucca Costela', '19930630', 'Brunei', 2, 41, 1.78, 65, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (392, 'Ana Júlia Teixeira', '20040822', 'Canadá', 0, 96, 1.9, 89, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (393, 'Maria Cavalcanti', '20051128', 'Seicheles', 0, 82, 1.99, 78, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (394, 'Isabella da Mota', '19981218', 'Ilhas Marshall', 1, 74, 1.98, 98, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (395, 'Dr. Fernando Cavalcanti', '19911104', 'Hungria', 0, 77, 1.74, 75, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (396, 'Luana Gomes', '20030710', 'Dhekelia', 0, 59, 1.66, 92, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (397, 'Brenda da Mota', '20070129', 'Estados Unidos', 3, 43, 1.8, 96, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (398, 'Srta. Ana Luiza Silveira', '20070321', 'São Vicente e Granadinas', 3, 36, 1.71, 71, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (399, 'Fernanda Freitas', '20060612', 'Mônaco', 1, 63, 1.92, 96, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (400, 'João Pedro Viana', '20000117', 'China', 2, 77, 1.76, 62, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (401, 'Lucas Castro', '19910802', 'Maldivas', 1, 72, 1.78, 92, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (402, 'Nicole Azevedo', '20020616', 'Suazilândia', 0, 64, 1.88, 100, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (403, 'Daniela Farias', '20011106', 'Guiné Equatorial', 3, 22, 1.68, 94, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (404, 'Sra. Maria Vitória Moraes', '19981106', 'Venezuela', 3, 10, 1.94, 95, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (405, 'Vitória Carvalho', '19980206', 'Antilhas Holandesas', 4, 86, 1.94, 76, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (406, 'Isabella Rodrigues', '19980416', 'Tajiquistão', 4, 43, 1.88, 94, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (407, 'Srta. Elisa Novaes', '20020421', 'Birmânia', 0, 76, 2.0, 93, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (408, 'Joaquim Aragão', '20000312', 'Dhekelia', 3, 43, 1.95, 91, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (409, 'Rafael Correia', '19971119', 'Togo', 1, 65, 1.75, 61, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (410, 'Diogo Peixoto', '20030410', 'Espanha', 2, 7, 1.79, 88, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (411, 'Diego da Rosa', '19930501', 'Ilhas Cook', 1, 29, 1.72, 100, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (412, 'Stephany da Costa', '19910916', 'Timor Leste', 1, 7, 1.92, 94, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (413, 'Elisa das Neves', '20050331', 'Anguila', 4, 54, 1.72, 95, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (414, 'Emanuel Castro', '19930703', 'Letônia', 3, 2, 1.67, 66, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (415, 'Laura Rocha', '20051102', 'Laos', 1, 60, 1.65, 100, 2, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (416, 'Srta. Maria Fernanda da Costa', '19990508', 'Tonga', 3, 71, 1.89, 82, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (417, 'Dr. Gustavo Henrique Alves', '19890508', 'Brunei', 2, 52, 1.8, 71, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (418, 'Sarah Cavalcanti', '20040830', 'Uganda', 0, 58, 1.97, 92, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (419, 'Dr. Luiz Gustavo Gonçalves', '19921015', 'Maldivas', 1, 90, 1.94, 70, 0, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (420, 'Carlos Eduardo Pereira', '20030821', 'Estados Unidos', 0, 26, 1.85, 86, 1, 14);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (421, 'Bárbara Teixeira', '19960226', 'São Tomé e Príncipe', 4, 44, 1.72, 97, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (422, 'Ana Clara Rocha', '19940617', 'Chipre', 1, 62, 1.7, 74, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (423, 'Dr. Otávio Duarte', '19890905', 'Nova Caledónia', 1, 7, 1.73, 79, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (424, 'Ana Sophia Carvalho', '19990111', 'Wallis e Futuna', 4, 36, 1.89, 75, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (425, 'Larissa Fernandes', '20040826', 'Camboja', 1, 7, 1.93, 80, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (426, 'Paulo Souza', '19960429', 'Áustria', 0, 91, 1.97, 100, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (427, 'Maitê Lopes', '19970418', 'Wallis e Futuna', 2, 30, 1.77, 68, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (428, 'Fernanda Pereira', '19900204', 'Ilha Bouvet', 1, 46, 1.94, 79, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (429, 'Carolina da Conceição', '20000330', 'Cazaquistão', 0, 34, 1.78, 75, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (430, 'Srta. Gabriela Teixeira', '19890613', 'Bulgária', 4, 48, 1.86, 69, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (431, 'Joana da Rosa', '19991120', 'Libéria', 2, 97, 1.96, 79, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (432, 'Yuri da Luz', '19971222', 'Líbia', 0, 71, 1.67, 61, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (433, 'Maria Julia da Mata', '19930429', 'Santa Helena', 2, 58, 1.98, 70, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (434, 'Ana Clara Castro', '20000614', 'Guiné', 1, 20, 1.89, 61, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (435, 'Cauê Moraes', '19941028', 'Micronésia', 4, 44, 1.96, 79, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (436, 'Melissa Melo', '20020526', 'Ilha Norfolk', 4, 61, 1.81, 88, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (437, 'Kaique Farias', '19900103', 'Quênia', 3, 15, 1.9, 64, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (438, 'Juan Pires', '19920329', 'Faroé', 3, 78, 1.66, 93, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (439, 'Maria Cecília da Cruz', '20060525', 'Wake Island', 4, 39, 1.99, 99, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (440, 'Caroline Moraes', '19950921', 'Egito', 3, 91, 1.78, 80, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (441, 'Benjamin Castro', '20050223', 'Etiópia', 1, 72, 1.87, 71, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (442, 'Vicente Ribeiro', '20050303', 'Paraguai', 4, 67, 1.71, 68, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (443, 'Sarah Nogueira', '19931206', 'Síria', 0, 57, 1.67, 74, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (444, 'Diego Nunes', '19900727', 'Maurícia', 3, 60, 1.91, 64, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (445, 'Noah da Mata', '19940525', 'Paracel Islands', 2, 56, 1.7, 91, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (446, 'Letícia da Cruz', '20070122', 'Israel', 3, 18, 1.81, 77, 0, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (447, 'Samuel da Conceição', '19981120', 'Dinamarca', 1, 78, 1.94, 79, 2, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (448, 'Emilly Porto', '19960514', 'Antilhas Holandesas', 4, 77, 1.85, 85, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (449, 'Melissa Cavalcanti', '20050601', 'Ilhas Virgens Britânicas', 0, 38, 1.9, 71, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (450, 'Guilherme Mendes', '19980428', 'Granada', 3, 86, 1.87, 67, 1, 15);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (451, 'Enzo Gabriel Pinto', '19910425', 'Macedônia', 0, 96, 1.85, 96, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (452, 'Sophia Monteiro', '19950407', 'Haiti', 3, 33, 1.79, 75, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (453, 'Luiz Felipe das Neves', '20020823', 'Gabão', 3, 99, 1.88, 87, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (454, 'Isabelly da Rocha', '20040614', 'Montenegro', 0, 72, 1.95, 87, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (455, 'Luiza Gomes', '19920131', 'Armênia', 1, 81, 1.67, 61, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (456, 'Pedro Lucas Teixeira', '20010822', 'França', 0, 64, 1.73, 77, 2, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (457, 'Maria Sophia Ferreira', '19990218', 'Peru', 4, 61, 1.71, 75, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (458, 'Agatha Gomes', '20030120', 'Estônia', 0, 10, 1.71, 85, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (459, 'Kaique Cardoso', '19990521', 'Samoa Americana', 2, 86, 1.73, 86, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (460, 'João Guilherme Silva', '19980519', 'Eslovênia', 3, 39, 1.76, 96, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (461, 'Dr. Samuel Pinto', '20051027', 'Tanzânia', 3, 85, 1.94, 68, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (462, 'Clarice da Rosa', '19970711', 'Libéria', 3, 3, 1.69, 90, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (463, 'Erick Monteiro', '19930726', 'Somália', 2, 3, 1.66, 60, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (464, 'Felipe Silveira', '19980123', 'Afeganistão', 4, 21, 1.74, 64, 2, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (465, 'Luiz Felipe Lopes', '19890702', 'Índia', 1, 55, 1.98, 63, 2, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (466, 'João Pedro Alves', '19981126', 'Malávi', 3, 12, 1.95, 63, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (467, 'Dra. Cecília Souza', '19930604', 'Índia', 1, 39, 1.68, 98, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (468, 'Thiago Pinto', '19971028', 'Gibraltar', 4, 63, 1.75, 60, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (469, 'Sr. Miguel Ferreira', '20000815', 'Croácia', 2, 57, 1.7, 76, 2, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (470, 'Maria Julia Rocha', '19990122', 'Peru', 2, 57, 1.81, 64, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (471, 'Joana Novaes', '19940801', 'Colômbia', 2, 83, 1.9, 80, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (472, 'Dr. Renan da Paz', '20030811', 'Jersey', 4, 69, 2.0, 89, 2, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (473, 'Juliana Carvalho', '20000906', 'Monserrate', 1, 86, 1.97, 97, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (474, 'Helena Dias', '19990907', 'Namíbia', 3, 58, 1.75, 87, 2, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (475, 'Raquel Araújo', '19970111', 'Catar', 4, 58, 1.86, 91, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (476, 'Luiz Otávio da Luz', '19890814', 'Porto Rico', 0, 42, 1.66, 60, 2, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (477, 'Luana da Mota', '19920531', 'Suriname', 1, 15, 1.79, 100, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (478, 'Ana Vitória Farias', '19931230', 'Tanzânia', 2, 20, 1.69, 66, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (479, 'Vitor Hugo Caldeira', '20030717', 'China', 1, 85, 1.87, 67, 0, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (480, 'Marina Pires', '20000323', 'Nova Caledónia', 4, 49, 1.96, 88, 1, 16);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (481, 'Dra. Isabel Duarte', '19960208', 'Etiópia', 1, 51, 1.65, 80, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (482, 'Igor da Mota', '20030728', 'Finlândia', 3, 90, 1.84, 81, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (483, 'Nathan da Mata', '20070327', 'Alemanha', 1, 72, 1.67, 97, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (484, 'Dra. Elisa Carvalho', '20060819', 'Haiti', 4, 58, 1.94, 89, 0, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (485, 'Clara Jesus', '20030216', 'Líbia', 2, 62, 1.73, 94, 2, 17);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (486, 'Leandro Correia', '19941102', 'Nicarágua', 2, 21, 1.7, 93, 2, 17);
